"Ontology ID","label","has curation status","alternative term","definition","definition source","example of usage","editor note","term editor","ontology term requester","term tracker item","logical type","logical note","parent class","material processing technique","detection technique","evaluant","analyte","device","reagent","molecular label","input","output","target entity","objective","associated axioms","database cross reference IRI"
"ID","A rdfs:label","AI has curation status","A alternative term SPLIT=|","A definition SPLIT=|","A definition source SPLIT=|","A example of usage SPLIT=|","A editor note SPLIT=|","A term editor SPLIT=|","A ontology term requester","AI term tracker item","CLASS_TYPE","","C % SPLIT=|","C 'has part' some % SPLIT=|","C 'has part' some % SPLIT=|","C (has_specified_input some (% and 'has role' some 'evaluant role')) and (realizes some ('evaluant role' and ('role of' some %))) SPLIT=|","C (has_specified_input some %) and (realizes some ('analyte role' and ('inheres in' some %)))","C (has_specified_input some %) and (realizes some (function and ('inheres in' some %))) SPLIT=|","C (has_specified_input some %) and (realizes some ('reagent role' and ('inheres in' some %)))","C (has_specified_input some %) and (realizes some ('molecular label role' and ('inheres in' some %)))","C has_specified_input some %","C has_specified_output some %","C has_specified_output some ('is about' some %)","C achieves_planned_objective some %","C %","AI oboInOwl:hasDbXref"
"turbo:TURBO_3000016","Assay for tacrolimus (anhydrous) in blood specimen [mass per unit volume concentration]","","","An assay for tacrolimus (anhydrous) in blood specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'tacrolimus (anhydrous)'","","",""
"turbo:TURBO_3000017","Assay for olanzapine in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for olanzapine in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'olanzapine'","","",""
"turbo:TURBO_3000018","Assay for chlorpropamide in urine specimen [mass per unit volume concentration]","","","An assay for chlorpropamide in urine specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'chlorpropamide'","","",""
"turbo:TURBO_3000019","Assay for angiotensin-converting enzyme in cerebrospinal fluid specimen [catalytic (activity) concentration]","","","An assay for angiotensin-converting enzyme in cerebrospinal fluid specimen that generates a scalar datum with catalytic (activity) concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'cerebrospinal fluid specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'catalytic (activity) concentration unit')","'angiotensin-converting enzyme'","","",""
"turbo:TURBO_3000020","Assay for insulin-like growth factor-binding protein 1 in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for insulin-like growth factor-binding protein 1 in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'insulin-like growth factor-binding protein 1'","","",""
"turbo:TURBO_3000021","Assay for prostaglandin D2 in urine specimen [mass per unit volume concentration]","","","An assay for prostaglandin D2 in urine specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'prostaglandin D2'","","",""
"turbo:TURBO_3000022","Assay for Mitotane in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for Mitotane in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'Mitotane'","","",""
"turbo:TURBO_3000023","Assay for homocysteine in blood serum or blood plasma specimen [molarity]","","","An assay for homocysteine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'homocysteine'","","",""
"turbo:TURBO_3000024","Assay for sex hormone-binding globulin in blood serum or blood plasma specimen [molarity]","","","An assay for sex hormone-binding globulin in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'sex hormone-binding globulin'","","",""
"turbo:TURBO_3000025","Assay for dexamethasone in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for dexamethasone in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'dexamethasone'","","",""
"turbo:TURBO_3000026","Assay for pyruvate in blood specimen [molarity]","","","An assay for pyruvate in blood specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'pyruvate'","","",""
"turbo:TURBO_3000027","Assay for S-adenosyl-L-methionine in blood serum or blood plasma specimen [molarity]","","","An assay for S-adenosyl-L-methionine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'S-adenosyl-L-methionine'","","",""
"turbo:TURBO_3000028","Assay for carnitine in blood serum or blood plasma specimen [molarity]","","","An assay for carnitine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'carnitine'","","",""
"turbo:TURBO_3000029","Assay for lithium atom in blood serum or blood plasma specimen [molarity]","","","An assay for lithium atom in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'lithium atom'","","",""
"turbo:TURBO_3000030","Assay for transthyretin in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for transthyretin in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'transthyretin'","","",""
"turbo:TURBO_3000031","Assay for bile acid in blood serum or blood plasma specimen [molarity]","","","An assay for bile acid in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'bile acid'","","",""
"turbo:TURBO_3000032","Assay for creatinine in urine specimen [molarity]","","","An assay for creatinine in urine specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'creatinine'","","",""
"turbo:TURBO_3000033","Assay for methotrexate in blood serum or blood plasma specimen [molarity]","","","An assay for methotrexate in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'methotrexate'","","",""
"turbo:TURBO_3000034","Assay for phenylalanine in blood serum or blood plasma specimen [molarity]","","","An assay for phenylalanine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'phenylalanine'","","",""
"turbo:TURBO_3000035","Assay for creatine in blood serum or blood plasma specimen [molarity]","","","An assay for creatine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'creatine'","","",""
"turbo:TURBO_3000036","Assay for fructosamine in blood serum or blood plasma specimen [molarity]","","","An assay for fructosamine in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'fructosamine'","","",""
"turbo:TURBO_3000037","Assay for Parathyroid hormone-related peptide (1-36) in blood serum or blood plasma specimen [molarity]","","","An assay for Parathyroid hormone-related peptide (1-36) in blood serum or blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'Parathyroid hormone-related peptide (1-36)'","","",""
"turbo:TURBO_3000038","Assay for chloride in feces specimen [molarity]","","","An assay for chloride in feces specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'feces specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'chloride'","","",""
"turbo:TURBO_3000039","Assay for potassium atom in feces specimen [molarity]","","","An assay for potassium atom in feces specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'feces specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'potassium atom'","","",""
"turbo:TURBO_3000040","Assay for sodium atom in feces specimen [molarity]","","","An assay for sodium atom in feces specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'feces specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'sodium atom'","","",""
"turbo:TURBO_3000041","Assay for busulfan in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for busulfan in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'busulfan'","","",""
"turbo:TURBO_3000042","Assay for ammonia in blood plasma specimen [molarity]","","","An assay for ammonia in blood plasma specimen that generates a scalar datum with molarity units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood plasma specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'unit of molarity')","'ammonia'","","",""
"turbo:TURBO_3000043","Assay for calcitriol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for calcitriol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'calcitriol'","","",""
"turbo:TURBO_3000044","Assay for 11-deoxycortisol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for 11-deoxycortisol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'11-deoxycortisol'","","",""
"turbo:TURBO_3000045","Assay for 17alpha-hydroxyprogesterone in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for 17alpha-hydroxyprogesterone in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'17alpha-hydroxyprogesterone'","","",""
"turbo:TURBO_3000046","Assay for protoporphyrin in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for protoporphyrin in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'protoporphyrin'","","",""
"turbo:TURBO_3000047","Assay for aldosterone in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for aldosterone in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'aldosterone'","","",""
"turbo:TURBO_3000048","Assay for topiramate in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for topiramate in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'topiramate'","","",""
"turbo:TURBO_3000049","Assay for calcium atom in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for calcium atom in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'calcium atom'","","",""
"turbo:TURBO_3000050","Assay for calcium atom in urine specimen [mass per unit volume concentration]","","","An assay for calcium atom in urine specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'calcium atom'","","",""
"turbo:TURBO_3000051","Assay for calcium ion in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for calcium ion in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'calcium ion'","","",""
"turbo:TURBO_3000052","Assay for alpha-galactosidase A in blood serum or blood plasma specimen [catalytic (activity) concentration]","","","An assay for alpha-galactosidase A in blood serum or blood plasma specimen that generates a scalar datum with catalytic (activity) concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'catalytic (activity) concentration unit')","'alpha-galactosidase A'","","",""
"turbo:TURBO_3000053","Assay for alpha-tocopherol in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for alpha-tocopherol in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'alpha-tocopherol'","","",""
"turbo:TURBO_3000054","Assay for nicotinate in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for nicotinate in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","","","","","","'scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume')","'nicotinate'","","",""
