Ontology ID	label	has curation status	alternative term	definition	definition source	example of usage	editor note	term editor	ontology term requester	term tracker item	logical type	logical note	parent class	material processing technique	detection technique	evaluant	analyte	device	reagent	molecular label	input	output	target entity	objective	associated axioms
http://purl.obolibrary.org/obo/OBI_3100025	CBC venous blood platelet assay			A cytometry assay that measures the count of platelets in venous blood as part of a CBC order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'platelet'		
http://purl.obolibrary.org/obo/OBI_3100026	CBC venous blood hemoglobin assay			An analyte assay that measures the abundance of hemoglobin in venous blood as part of a CBC order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'hemoglobin'								
http://purl.obolibrary.org/obo/OBI_3100027	corected venous blood nucleated RBC assay			A cytometry assay that measures the count of nucleated RBCs in venous blood as part of a corected order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'nucleate erythrocyte'		
http://purl.obolibrary.org/obo/OBI_3100028	corected venous blood WBC assay			A cytometry assay that measures the count of WBCs in venous blood as part of a corected order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'leukocyte'		
http://purl.obolibrary.org/obo/OBI_3100029	liver evaluation venous blood bilirubin assay			An analyte assay that measures the abundance of bilirubin in venous blood as part of a liver evaluation order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'bilirubin IXalpha'								
http://purl.obolibrary.org/obo/OBI_3100030	liver evaluation venous blood albumin assay			An analyte assay that measures the abundance of albumin in venous blood as part of a liver evaluation order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'albumin'								
http://purl.obolibrary.org/obo/OBI_3100031	liver evaluation venous blood ALT assay			An analyte assay that measures the abundance of ALT in venous blood as part of a liver evaluation order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'alanine aminotransferase'								
http://purl.obolibrary.org/obo/OBI_3100032	liver evaluation venous blood protein assay			An analyte assay that measures the abundance of protein in venous blood as part of a liver evaluation order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'protein'								
http://purl.obolibrary.org/obo/OBI_3100033	basic metabolic panel venous blood chloride assay			An analyte assay that measures the abundance of chloride in venous blood as part of a basic metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'chloride'								
http://purl.obolibrary.org/obo/OBI_3100034	basic metabolic panel venous blood potassium assay			An analyte assay that measures the abundance of potassium in venous blood as part of a basic metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'potassium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100035	basic metabolic panel venous blood sodium assay			An analyte assay that measures the abundance of sodium in venous blood as part of a basic metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'sodium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100036	basic metabolic panel venous blood creatinine assay			An analyte assay that measures the abundance of creatinine in venous blood as part of a basic metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'creatinine'								
http://purl.obolibrary.org/obo/OBI_3100037	basic metabolic panel venous blood glucose assay			An analyte assay that measures the abundance of glucose in venous blood as part of a basic metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'glucose'								
http://purl.obolibrary.org/obo/OBI_3100038	basic metabolic panel venous blood calcium assay			An analyte assay that measures the abundance of calcium in venous blood as part of a basic metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'calcium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100039	basic metabolic panel venous blood carbon dioxide assay			An analyte assay that measures the abundance of carbon dioxide in venous blood as part of a basic metabolic panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'carbon dioxide'								
http://purl.obolibrary.org/obo/OBI_3100040	venous blood creatine kinase assay			An analyte assay that measures the abundance of creatine kinase in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'creatine kinase'								
http://purl.obolibrary.org/obo/OBI_3100041	venous blood calcium assay			An analyte assay that measures the abundance of calcium in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'calcium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100042	venous blood ferritin assay			An assay that measures ferritin in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'venous blood specimen'							'ferritin complex'		
http://purl.obolibrary.org/obo/OBI_3100043	total venous blood calcium assay			An analyte assay that measures the abundance of calcium in venous blood as part of a total order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'calcium molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100044	venous blood iron assay			An analyte assay that measures the abundance of iron in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'iron molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100045	CBC with manual differential venous blood band neutrophil assay			A cytometry assay that measures the count of band neutrophils in venous blood as part of a CBC with manual differential order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'band form neutrophil'		
http://purl.obolibrary.org/obo/OBI_3100046	CBC with manual differential venous blood WBC assay			A cytometry assay that measures the count of WBCs in venous blood as part of a CBC with manual differential order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'leukocyte'		
http://purl.obolibrary.org/obo/OBI_3100047	CBC with manual differential venous blood eosinophil assay			A cytometry assay that measures the count of eosinophils in venous blood as part of a CBC with manual differential order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'eosinophil'		
http://purl.obolibrary.org/obo/OBI_3100048	CBC with manual differential venous blood lymphocyte assay			A cytometry assay that measures the count of lymphocytes in venous blood as part of a CBC with manual differential order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'lymphocyte'		
http://purl.obolibrary.org/obo/OBI_3100049	CBC with manual differential venous blood nucleated RBC assay			A cytometry assay that measures the count of nucleated RBCs in venous blood as part of a CBC with manual differential order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'nucleate erythrocyte'		
http://purl.obolibrary.org/obo/OBI_3100050	CBC with manual differential venous blood monocyte assay			A cytometry assay that measures the count of monocytes in venous blood as part of a CBC with manual differential order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'monocyte'		
http://purl.obolibrary.org/obo/OBI_3100051	CBC with manual differential venous blood basophil assay			A cytometry assay that measures the count of basophils in venous blood as part of a CBC with manual differential order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'basophil'		
http://purl.obolibrary.org/obo/OBI_3100052	venous blood albumin assay			An analyte assay that measures the abundance of albumin in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'albumin'								
http://purl.obolibrary.org/obo/OBI_3100053	cardiac enzymes venous blood creatine kinase assay			An analyte assay that measures the abundance of creatine kinase in venous blood as part of a cardiac enzymes order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'creatine kinase'								
http://purl.obolibrary.org/obo/OBI_3100054	venous blood haptoglobin assay			An analyte assay that measures the abundance of haptoglobin in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'haptoglobin'								
http://purl.obolibrary.org/obo/OBI_3100055	venous blood LDH assay			An assay that measures LDH in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'venous blood specimen'							'lactate dehydrogenase complex'		
http://purl.obolibrary.org/obo/OBI_3100056	venous blood prealbumin assay			An analyte assay that measures the abundance of prealbumin in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'transthyretin'								
http://purl.obolibrary.org/obo/OBI_3100057	lipid panel venous blood triglyceride assay			An analyte assay that measures the abundance of triglyceride in venous blood as part of a lipid panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'triglyceride'								
http://purl.obolibrary.org/obo/OBI_3100058	lipid panel venous blood HDL cholesterol assay			An analyte assay that measures the abundance of HDL cholesterol in venous blood as part of a lipid panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'high-density lipoprotein cholesterol'								
http://purl.obolibrary.org/obo/OBI_3100059	lipid panel venous blood cholesterol assay			An analyte assay that measures the abundance of cholesterol in venous blood as part of a lipid panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'cholesterol'								
http://purl.obolibrary.org/obo/OBI_3100060	lipid panel venous blood LDL assay			An analyte assay that measures the abundance of LDL in venous blood as part of a lipid panel order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'low-density lipoprotein cholesterol'								
http://purl.obolibrary.org/obo/OBI_3100061	venous blood urate assay			An analyte assay that measures the abundance of urate in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'urate anion'								
http://purl.obolibrary.org/obo/OBI_3100062	total venous blood protein assay			An analyte assay that measures the abundance of protein in venous blood as part of a total order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'protein'								
http://purl.obolibrary.org/obo/OBI_3100063	venous blood TSH assay			An analyte assay that measures the abundance of TSH in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'thyroid stimulating hormone'								
http://purl.obolibrary.org/obo/OBI_3100064	venous blood PSA assay			An analyte assay that measures the abundance of PSA in venous blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'prostate-specific antigen'								
http://purl.obolibrary.org/obo/OBI_3100065	24 hour total urine volume assay			An assay that measures volume in urine as part of a 24 hour total order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		assay			'urine specimen'							'volume'		
http://purl.obolibrary.org/obo/OBI_3100066	T4 uptake venous blood T4 assay			An analyte assay that measures the abundance of T4 in venous blood as part of a T4 uptake order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'venous blood specimen'	'thyroxine'								
http://purl.obolibrary.org/obo/OBI_3100067	arterial blood glucose assay			An analyte assay that measures the abundance of glucose in arterial blood	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'glucose'								
http://purl.obolibrary.org/obo/OBI_3100068	CBC with manual differential venous blood cell assay			A cytometry assay that measures the count of cells in venous blood as part of a CBC with manual differential order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'cytometry assay'			'venous blood specimen'							'cell'		
http://purl.obolibrary.org/obo/OBI_3100069	Hemoglobin oxygen saturation arterial blood O2 assay			An analyte assay that measures the abundance of O2 in arterial blood as part of a Hemoglobin oxygen saturation order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'oxygen molecular entity'								
http://purl.obolibrary.org/obo/OBI_3100070	Hemoglobin oxygen saturation arterial blood hemoglobin assay			An analyte assay that measures the abundance of hemoglobin in arterial blood as part of a Hemoglobin oxygen saturation order	PennTURBO team			Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X		https://github.com/obi-ontology/obi/issues/1253	subclass		'analyte assay'			'arterial blood specimen'	'hemoglobin'								
